,employee_id,age,attrition,businesstravel,$_dailyrate,department,distancefromhome,education,educationfield,environmentsatisfaction,gender,$_hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,$_monthlyincome,$_monthlyrate,numcompaniesworked,overtime,%_percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,datebirth,$_salary,remotework
771,772,39,No,non_travel,1032.49, research & development ,10,1,medical,3,male,129.06062333887806,3,3, research director ,3,single,8339.32,21682.23,7,no,21,4.0,3,part time,0,16.48880266440309,3,3.0,4,None,2,2,1984,100071.84,yes
772,773,40,No,non_travel,348.42,None,2,2,life sciences,3,female,43.55071241758784,3,1, laboratory technician ,1,married,3054.2610092132013,7316.83,4,no,17,3.0,4,full time,1,7.0,5,2.0,4,None,0,2,1983,33770.0,yes
773,774,37,Yes,travel_rarely,434.67,None,10,4,None,4,male,54.33272881927247,3,2, manufacturing director ,1,single,3761.365513573894,9128.17,1,no,15,3.0,2,part time,0,10.0,4,2.7514288659073904,10,None,0,8,1986,42130.0,yes
774,775,40,No,non_travel,671.98,None,1,3,None,3,female,84.0,3,2, healthcare representative ,4,None,5427.5,14111.5,4,no,17,3.0,4,full time,1,12.0,3,3.0,5,None,0,3,1983,65130.0,yes
775,776,26,No,travel_rarely,556.26, sales ,10,3,None,3,male,81.39794522623852,3,2, sales executive ,4,None,4492.84,11681.39,1,no,13,3.0,1,part time,0,11.528696248573535,4,3.0,5,None,1,2,1997,63115.61504743327,no
776,777,42,No,non_travel,290.04,None,10,4,technical degree,3,male,36.252585283490035,3,1, research scientist ,3,married,2342.59,6090.75,3,no,22,4.0,2,part time,2,10.0,1,2.0,6,None,3,3,1981,28111.13,no
777,778,34,No,travel_rarely,1032.49,None,4,3,None,3,male,129.06,3,3, sales executive ,4,married,8339.32,21682.23,2,yes,13,3.0,4,part time,3,9.0,3,3.0,5,None,1,0,1989,100071.84,yes
778,779,37,No,travel_rarely,442.0,None,7,4,medical,4,male,55.25,3,2, research scientist ,1,None,3821.400608245316,9282.0,5,no,22,4.0,3,part time,1,16.0,2,3.0,5,None,0,4,1986,42840.0,yes
779,780,27,No,non_travel,229.67,None,2,4,technical degree,2,male,28.71,3,1, research scientist ,2,None,1855.0,4823.0,1,no,11,3.161500027439795,3,part time,1,6.0,3,2.0,5,None,1,2,1996,22260.0,no
780,781,35,No,travel_rarely,573.75,None,18,4,None,2,male,71.71789099884168,3,2, sales executive ,1,None,4634.17,12048.83,0,no,16,3.0,4,full time,1,10.167727808305923,2,1.0,5,None,0,4,1988,55610.0,yes
781,782,28,No,non_travel,221.21,None,16,3,medical,3,male,47.41219910887611,3,1, research scientist ,3,single,1786.67,4645.33,1,no,14,3.0,3,part time,0,5.0,3,2.0,5,None,1,4,1995,36764.16257390668,yes
782,783,29,No,non_travel,554.36,None,1,3,life sciences,1,male,69.29,3,2, healthcare representative ,1,married,4477.5,11641.5,0,no,12,3.0,1,part time,1,6.0,5,2.0,5,None,0,2,1994,53730.0,no
783,784,54,No,non_travel,298.9, research & development ,9,2,None,1,female,37.36022210968732,3,2, research scientist ,3,married,2414.17,6276.83,3,no,11,3.0,3,part time,2,9.0,6,2.0,4,None,2,3,1969,28970.0,no
784,785,24,No,travel_rarely,556.26,None,41,2,life sciences,41,male,50.573836415988545,2,2, healthcare representative ,3,single,4492.84,11681.39,1,no,12,3.0,2,part time,0,4.0,2,2.0,4,None,1,2,1999,39215.62701973608,yes
785,786,38,No,travel_frequently,548.99,None,6,4,None,1,male,75.91359089108788,2,2, manufacturing director ,3,married,4434.17,11528.83,2,no,11,3.0,4,part time,1,10.0,1,3.0,8,None,7,7,1985,58863.23438440963,no
786,787,42,No,non_travel,558.17,None,18,4,None,4,male,69.77,3,2, research scientist ,1,None,4773.827186842619,11721.67,6,no,17,3.0,3,full time,1,9.0,3,2.0,4,None,1,2,1981,54100.0,yes
787,788,41,No,non_travel,287.03,None,1,3,life sciences,4,male,35.87696657020743,3,1, research scientist ,4,None,2550.9949231890305,6027.67,3,no,22,3.1602090891730668,1,part time,1,6.1276562558713366,3,3.0,5,None,1,0,1982,27820.0,yes
788,789,25,No,travel_rarely,556.26,None,8,2,None,1,female,69.53055897756019,3,2, sales executive ,3,None,4492.84,11681.39,0,yes,22,4.0,2,part time,1,6.0,3,2.0,5,None,0,4,1998,53914.11,yes
789,790,44,No,non_travel,290.04,None,1,3,medical,2,male,36.25243063131179,3,1, research scientist ,4,single,2575.6199605931033,6090.75,6,yes,12,3.0,3,part time,0,6.0,2,3.0,4,None,1,2,1979,28111.13,yes
790,791,50,Yes,non_travel,556.26,None,1,4,None,2,male,69.53077891355228,3,2, sales executive ,3,None,4492.84,11681.39,7,no,12,3.0,4,part time,2,12.0,3,2.7540409365222964,6,None,0,1,1973,53914.11,yes
791,792,36,No,non_travel,556.26, sales ,11,4,marketing,2,female,69.53,2,2, sales executive ,4,married,4492.84,11681.39,4,no,13,3.0,1,part time,1,8.0,2,2.0,6,None,0,0,1987,53914.11,no
792,793,45,No,non_travel,500.4,None,20,3,None,4,female,62.54808893344834,3,2, sales executive ,3,None,4300.162220808644,10508.33,8,no,15,3.0,3,part time,0,9.057805395016848,3,3.0,5,None,0,1,1978,48500.0,yes
793,794,40,No,non_travel,206.45,None,2,4,None,3,female,108.94908741480735,3,1, research scientist ,3,married,1667.5,4335.5,2,no,14,3.0,2,part time,3,20.0,2,3.0,5,None,0,2,1983,84477.82334603468,yes
794,795,35,No,travel_rarely,290.04,None,1,4,None,3,female,36.252353286680574,1,1, research scientist ,4,married,2342.59,6090.75,1,no,12,3.0,4,part time,1,4.0,5,3.0,4,None,1,1,1988,28111.13,yes
795,796,29,No,travel_rarely,556.26,None,13,2,other,4,male,69.53070469585333,2,2, laboratory technician ,2,None,4492.84,11681.39,4,no,13,3.0,1,part time,1,10.0,2,3.0,4,None,0,3,1994,53914.11,no
796,797,34,No,non_travel,454.38,None,8,3,None,2,male,80.46540839138567,4,2, laboratory technician ,3,None,3670.0,9542.0,2,no,12,3.0,1,part time,0,11.718196157872379,3,4.0,4,None,1,2,1989,62392.54543167082,yes
797,798,27,No,travel_rarely,290.04,None,2,1,None,1,male,36.25,3,1, laboratory technician ,2,married,2342.59,6090.75,9,no,12,3.0,4,part time,1,6.0,3,3.0,2,None,2,2,1996,28111.13,no
798,799,31,No,non_travel,290.04, research & development ,26,1,None,1,male,36.25238747144287,3,1, research scientist ,3,divorced,2575.623073237876,6090.75,1,no,17,3.0,4,part time,1,5.0,1,2.0,5,None,4,3,1992,28111.13,yes
799,800,34,No,travel_rarely,290.04,None,38,2,None,2,male,42.069109348170585,3,1, laboratory technician ,4,divorced,2342.59,6090.75,0,no,11,3.0,3,part time,1,3.0,2,3.0,2,None,1,2,1989,32621.32073059651,yes
800,801,28,Yes,travel_rarely,290.04, research & development ,24,3,life sciences,3,male,36.25,2,1, laboratory technician ,3,single,2575.619960327889,6090.75,5,yes,14,3.0,2,part time,0,6.0,4,3.0,4,None,0,3,1995,28111.13,yes
801,802,32,No,travel_rarely,290.04,None,5,2,None,1,male,36.25246121282864,4,1, research scientist ,2,divorced,2342.59,6090.75,0,yes,12,3.0,4,part time,2,7.0,5,2.0,6,None,0,5,1991,28111.13,yes
802,803,38,No,non_travel,406.92, research & development ,2,3,life sciences,4,male,50.87,3,1, research scientist ,4,single,3286.67,8545.33,5,yes,11,3.0,3,full time,0,6.0,3,3.0,3,None,1,2,1985,39440.0,yes
803,804,24,No,non_travel,556.26,None,11,2,None,1,female,69.53,4,2, manufacturing director ,3,None,4758.116623575343,11681.39,0,no,18,3.0,4,part time,1,5.0,5,2.0,4,None,1,3,1999,53914.11,yes
804,805,34,Yes,non_travel,305.4,None,6,1,None,2,male,38.17,3,1, research scientist ,1,single,2701.5518338669167,6413.33,2,no,11,3.0,3,full time,0,6.379864013181629,2,3.0,4,None,1,3,1989,29600.0,yes
805,806,32,Yes,travel_frequently,290.04, research & development ,16,1,None,2,female,36.25243873360539,1,1, research scientist ,1,None,2575.619443298777,6090.75,1,no,22,3.160136125133038,2,part time,0,6.168906471457166,5,3.0,10,None,6,7,1991,28111.13,no
806,807,46,No,travel_rarely,1954.85,None,2,4,marketing,2,female,244.36,3,5, manager ,1,single,15789.17,41051.83,3,no,12,3.0,4,full time,0,22.0,2,2.0,2,None,2,1,1977,189470.0,no
807,808,44,No,non_travel,667.02,None,10,4,other,4,male,83.38,3,2, healthcare representative ,4,married,5666.170563365248,14007.5,2,no,13,3.0,4,full time,0,11.346089842313004,5,4.0,4,None,1,3,1979,64650.0,no
808,809,50,Yes,travel_rarely,276.82,None,3,2,None,1,male,34.600042877277254,2,1, sales representative ,3,married,2467.267565646429,5813.17,1,no,14,3.0,3,part time,0,3.0,2,3.0,3,None,0,2,1973,26830.0,yes
809,810,35,No,non_travel,207.79,None,2,3,marketing,4,female,25.97,3,1, sales representative ,4,married,1678.33,4363.67,1,no,13,3.0,1,part time,0,2.0,3,3.0,2,None,2,2,1988,20140.0,yes
810,811,28,Yes,non_travel,355.02,None,5,4,None,3,male,44.3759337802904,3,1, laboratory technician ,3,single,3108.409847407278,7455.5,1,yes,13,3.1563126902919296,3,part time,0,2.0,3,2.0,2,None,2,2,1995,34410.0,yes
811,812,26,No,non_travel,556.26,None,22,3,None,22,female,69.5305104499193,2,2, sales executive ,4,married,4492.84,11681.39,7,yes,19,3.0,3,part time,1,5.0,2,2.0,2,None,0,0,1997,53914.11,no
812,813,35,No,travel_rarely,290.04,None,31,4,None,3,female,36.25,3,1, laboratory technician ,1,None,2575.626247791599,6090.75,3,yes,15,3.1591929384234008,3,part time,1,4.0,3,3.0,2,None,2,2,1988,28111.13,no
813,814,35,No,non_travel,290.04,None,31,3,medical,2,male,48.89156617881451,3,1, research scientist ,1,married,2342.59,6090.75,4,no,13,3.0,4,part time,1,5.0,2,2.0,3,None,1,2,1988,37911.222011281374,yes
814,815,37,No,travel_rarely,1409.78,None,20,4,medical,1,male,176.22280214926604,3,3, research director ,3,None,11386.67,29605.33,4,no,13,3.1324656333622203,1,full time,0,21.687643056409755,3,4.0,5,None,0,2,1986,136640.0,yes
815,816,46,No,travel_rarely,518.04,None,38,2,medical,38,male,64.75349903944989,3,2, human resources ,2,divorced,4184.17,10878.83,8,yes,22,4.0,4,part time,1,9.400000279670312,2,3.0,4,None,0,2,1977,50210.0,yes
816,817,34,No,travel_rarely,556.26,None,1,2,medical,1,male,69.53,3,2, manufacturing director ,2,married,4492.84,11681.39,1,no,15,3.0,3,part time,0,9.926608529308576,2,3.0,5,None,1,3,1989,53914.11,yes
817,818,51,No,travel_rarely,290.04,None,9,4,None,4,male,36.252592473386336,3,1, laboratory technician ,4,None,2575.607400697438,6090.75,3,no,23,4.0,2,part time,2,10.0,4,3.0,4,None,0,3,1972,28111.13,yes
818,819,24,No,travel_rarely,556.26, sales ,3,2,other,1,female,69.53048343453968,3,2, sales executive ,3,married,4492.84,11681.39,0,no,21,4.0,1,part time,1,4.0,2,2.0,3,None,0,2,1999,53914.11,yes
819,820,44,No,non_travel,556.26,None,23,3,None,2,male,69.53,3,2, laboratory technician ,2,married,4492.84,11681.39,4,no,12,3.0,3,part time,1,9.926599148569625,3,4.0,3,None,1,2,1979,53914.11,yes
820,821,37,Yes,travel_rarely,290.04,None,6,4,human resources,3,male,36.2524493396417,3,1, human resources ,1,divorced,2342.59,6090.75,4,no,22,4.0,4,part time,0,6.258231929857144,3,3.0,3,None,0,2,1986,28111.13,yes
821,822,59,No,non_travel,1944.22,None,2,4,human resources,3,female,243.03,2,5, manager ,4,None,16136.645542996108,40828.67,9,no,21,4.0,4,full time,1,28.885909966829704,3,3.0,3,None,2,2,1964,188440.0,no
822,823,25,No,non_travel,290.04,None,7,1,None,4,male,36.25243722013085,2,1, research scientist ,4,married,2342.59,6090.75,1,no,11,3.0,3,part time,2,6.258231209531235,2,2.7469828890430783,2,None,2,1,1998,28111.13,yes
823,824,43,No,non_travel,488.94,None,26,3,medical,2,female,79.95117730963285,4,1, research scientist ,3,single,3949.17,10267.83,4,no,12,3.0,4,part time,0,11.541775831475745,2,3.0,3,None,1,2,1980,61993.83168964178,yes
824,825,50,No,travel_frequently,1032.49,None,12,3,None,3,female,129.06059287708965,3,3, sales executive ,4,single,8339.32,21682.23,4,no,11,3.0,4,part time,0,16.0,3,2.7693476900945404,2,None,2,1,1973,100071.84,no
825,826,31,Yes,travel_rarely,556.26,None,20,3,None,2,female,69.53047806679177,1,2, sales executive ,3,None,4492.84,11681.39,3,yes,11,3.0,3,part time,1,4.0,2,3.0,2,None,2,2,1992,53914.11,yes
826,827,36,No,non_travel,556.26, research & development ,6,2,medical,2,male,69.5306041883223,3,2, manufacturing director ,2,divorced,4758.110379554487,11681.39,6,no,20,4.0,4,part time,2,7.0,0,3.0,3,None,0,1,1987,53914.11,no
827,828,51,Yes,travel_frequently,1098.81,None,16,4,None,1,male,137.3510755233228,1,3, manufacturing director ,4,None,9205.948320643829,23075.0,2,no,15,3.0,4,full time,0,18.0,2,3.0,4,None,0,3,1972,106500.0,no
828,829,25,No,non_travel,556.26, sales ,28,3,life sciences,1,male,69.53070013402396,2,2, sales executive ,3,None,4758.1014939027,11681.39,2,no,18,3.0,4,part time,0,9.824930754567006,3,3.0,2,None,2,2,1998,53914.11,no
829,830,38,No,travel_rarely,445.4,None,3,5,technical degree,4,female,55.67436642428335,3,2, research scientist ,3,None,3597.5,9353.5,3,yes,20,4.0,2,part time,0,19.0,2,2.747102873370775,3,None,2,2,1985,43170.0,no
830,831,30,No,travel_rarely,290.04, research & development ,5,3,technical degree,4,female,36.25250609986754,3,1, research scientist ,1,divorced,2342.59,6090.75,5,no,14,3.1605731638859735,4,part time,1,8.0,3,3.0,3,None,2,2,1993,28111.13,yes
831,832,22,No,non_travel,290.04,None,36,1,medical,36,male,36.31622060640488,3,1, research scientist ,4,married,2342.59,6090.75,1,no,24,4.0,1,part time,2,2.0,6,3.0,2,None,2,2,2001,28160.701293554037,yes
832,833,27,No,non_travel,208.83, research & development ,9,3,medical,4,male,26.1,3,1, research scientist ,2,None,1686.67,4385.33,6,no,18,3.0,4,part time,1,5.139215118665556,1,1.0,2,None,2,2,1996,20240.0,yes
833,834,28,No,non_travel,290.04, research & development ,21,3,medical,3,male,36.2523802814254,3,1, research scientist ,4,married,2342.59,6090.75,1,no,11,3.0,3,part time,1,5.0,2,1.0,5,None,0,2,1995,28111.13,yes
834,835,27,No,non_travel,315.51,None,17,3,None,3,male,39.436528960457565,3,1, research scientist ,2,None,2784.4443705302288,6625.67,0,no,16,3.0,4,full time,1,6.0,3,2.0,5,None,1,1,1996,30580.0,yes
835,836,56,No,travel_rarely,290.04,None,8,3,life sciences,3,female,36.25,3,1, research scientist ,1,divorced,2342.59,6090.75,4,no,18,3.0,3,part time,1,6.258231208928018,3,2.7469771441824786,2,None,2,2,1967,28111.13,yes
836,837,38,No,travel_rarely,290.04,None,9,2,None,3,female,36.25243737484563,3,1, laboratory technician ,4,single,2575.619435682056,6090.75,1,no,12,3.1601257796070557,3,part time,0,6.168908839797291,3,2.7478393901939384,2,None,2,1,1985,28111.13,yes
837,838,31,No,travel_rarely,405.37,None,12,1,medical,3,female,50.66987529982744,3,1, research scientist ,4,None,3274.17,8512.83,8,no,23,4.0,3,full time,1,7.0,0,3.0,4,None,0,2,1992,39290.0,yes
838,839,34,No,travel_rarely,290.04,None,27,2,medical,4,female,66.30786354178038,3,1, research scientist ,2,None,2342.59,6090.75,2,no,15,3.0,4,part time,0,9.0,3,3.0,3,None,1,2,1989,51415.24492380565,yes
839,840,50,No,non_travel,290.04, research & development ,1,3,None,3,male,36.25243319536583,2,1, laboratory technician ,3,None,2342.59,6090.75,2,no,15,3.0,4,part time,1,6.2582382167817965,2,2.0,3,None,0,2,1973,28111.13,no
840,841,53,No,non_travel,556.26,None,13,2,None,4,female,55.87075668214953,4,2, manufacturing director ,1,divorced,4492.84,11681.39,1,no,11,3.0,3,part time,2,5.0,3,3.0,4,2.0,1,3,1970,43322.687835655786,no
841,842,35,No,travel_frequently,456.55,None,24,3,medical,2,female,57.06683931831591,3,2, laboratory technician ,2,single,3687.5,9587.5,5,no,11,3.0,4,part time,0,8.55267203922874,5,3.0,6,None,1,2,1988,44250.0,yes
842,843,27,No,travel_frequently,556.26,None,1,1,None,3,male,69.53070192374665,2,2, manufacturing director ,1,married,4492.84,11681.39,5,no,19,3.0,3,part time,1,9.926608529498209,1,3.0,2,None,2,0,1996,53914.11,no
843,844,40,No,non_travel,556.26,None,38,2,None,3,male,69.53,3,2, laboratory technician ,4,married,4492.84,11681.39,8,no,15,3.0,3,part time,1,9.926599148569625,2,4.0,7,None,3,7,1983,53914.11,yes
844,845,22,No,non_travel,240.19,None,22,3,life sciences,22,male,30.02163551670297,4,1, research scientist ,2,None,1940.0,5044.0,1,no,16,3.0,1,part time,1,4.0,2,2.0,4,None,2,2,2001,23280.0,no
845,846,40,No,non_travel,556.26,None,10,5,life sciences,4,male,69.53,2,2, healthcare representative ,4,None,4492.84,11681.39,9,no,14,3.0,4,part time,1,5.0,5,1.0,3,None,0,2,1983,53914.11,yes
846,847,46,No,non_travel,1032.49,None,1,4,None,4,male,114.58419082699018,3,3, healthcare representative ,1,None,8339.32,21682.23,7,no,16,3.0,3,part time,1,17.0,3,3.0,4,None,0,3,1977,88847.18391359989,yes
847,848,30,Yes,non_travel,274.13,None,3,3,technical degree,4,female,61.9263307834577,3,1, research scientist ,1,None,2214.17,5756.83,5,yes,11,3.0,3,part time,0,8.0,5,3.0,5,None,0,4,1993,48017.948377787405,yes
848,849,29,Yes,non_travel,290.04,None,1,3,None,3,male,36.25243319536583,3,1, research scientist ,3,single,2342.59,6090.75,0,no,14,3.0,4,part time,0,6.2582382167817965,1,2.0,6,None,1,5,1994,28111.13,no
849,850,54,No,non_travel,612.86,None,3,3,None,4,female,76.61,3,2, sales executive ,1,married,5222.095136854867,12870.0,2,no,14,3.0,4,full time,1,16.0,4,3.0,6,None,0,5,1969,59400.0,no
850,851,33,No,travel_rarely,270.52, research & development ,4,4,None,3,female,33.82,2,1, research scientist ,2,married,2185.0,5681.0,6,no,21,4.0,4,part time,0,5.989370532338986,3,3.0,3,None,1,1,1990,26220.0,yes
851,852,52,No,travel_rarely,331.4,None,2,3,None,3,female,41.42,2,1, laboratory technician ,4,single,2676.67,6959.33,7,no,15,3.0,2,full time,0,6.828171831607123,3,2.0,2,None,2,2,1971,32120.0,yes
852,853,59,No,travel_rarely,290.04, human resources ,6,2,medical,2,male,36.25243319536583,3,1, human resources ,3,married,2342.59,6090.75,8,no,17,3.0,4,part time,0,6.2582382167817965,2,2.0,2,None,2,2,1964,28111.13,no
853,854,32,Yes,non_travel,290.04,None,1,3,None,4,male,43.59464591265352,2,1, laboratory technician ,3,single,2342.59,6090.75,0,no,14,3.0,4,part time,0,4.0,2,1.0,3,None,1,2,1991,33804.16119536166,yes
854,855,39,No,non_travel,290.04,None,24,4,medical,24,female,36.25,3,1, laboratory technician ,3,divorced,2342.59,6090.75,7,no,14,3.0,3,part time,3,7.0,1,3.0,3,None,1,2,1984,28111.13,no
855,856,32,No,non_travel,556.26,None,26,4,marketing,3,male,69.53,3,2, sales executive ,4,None,4492.84,11681.39,0,no,18,3.0,1,part time,0,4.0,2,3.0,3,None,2,2,1991,53914.11,yes
856,857,31,No,non_travel,1032.49,None,3,4,medical,2,male,129.06061258263057,3,3, research director ,3,divorced,8339.32,21682.23,9,no,12,3.0,1,part time,1,16.488799570590032,3,3.0,2,None,2,2,1992,100071.84,yes
857,858,33,No,travel_rarely,300.34,None,5,4,life sciences,3,female,37.54051582557662,2,1, research scientist ,4,married,2425.83,6307.17,1,no,13,3.0,3,full time,1,2.0,2,2.0,2,None,0,2,1990,29110.0,yes
858,859,45,No,non_travel,556.26,None,23,4,life sciences,1,male,72.02992614455607,4,2, manufacturing director ,3,None,4492.84,11681.39,4,no,17,3.0,4,part time,1,9.0,1,3.0,3,None,0,2,1978,55851.970631128555,yes
859,860,42,No,non_travel,556.26, research & development ,17,2,None,4,female,69.53,4,2, research scientist ,1,single,4758.101481645184,11681.39,3,yes,13,3.0,3,part time,0,9.824930759076302,1,3.0,3,None,0,2,1981,53914.11,yes
860,861,29,No,non_travel,715.1,None,19,2,marketing,4,male,89.39,3,2, sales executive ,4,divorced,6060.325258854026,15017.17,2,no,14,3.0,4,full time,1,12.006374730366888,2,3.0,3,None,0,2,1994,69310.0,no
861,862,25,No,travel_rarely,556.26,None,1,3,None,1,female,69.53051583830202,3,2, manufacturing director ,3,married,4492.84,11681.39,0,no,12,3.0,4,part time,2,5.0,3,3.0,4,None,1,2,1998,53914.11,no
862,863,32,No,non_travel,224.51,None,2,1,None,4,male,28.061484497616654,2,2, laboratory technician ,1,None,1813.33,4714.67,4,no,13,3.0,4,part time,0,9.0,5,3.0,6,None,0,4,1991,21760.0,no
863,864,28,No,travel_rarely,290.04,None,9,3,None,4,male,36.25244640879402,3,1, research scientist ,4,married,2575.6194452392647,6090.75,1,no,23,4.0,4,part time,1,6.1689114344546,3,2.747849318526594,5,None,0,4,1995,28111.13,yes
864,865,21,No,travel_rarely,333.25,None,3,2,None,4,male,41.65485398293059,2,1, research scientist ,3,single,2929.924811413408,6998.33,1,no,17,3.0,1,full time,0,6.762417662638629,4,4.0,3,None,1,0,2002,32300.0,no
865,866,37,No,non_travel,1032.49,None,1,4,medical,1,female,129.06,3,3, research director ,4,divorced,8339.32,21682.23,2,yes,18,3.0,1,part time,2,16.48879957042434,2,3.0,5,None,0,2,1986,100071.84,no
866,867,38,No,travel_rarely,556.26,None,23,4,life sciences,4,male,69.53070192374665,3,2, healthcare representative ,4,None,4492.84,11681.39,9,no,14,3.0,2,part time,1,9.926608529498209,2,3.0,2,None,1,2,1985,53914.11,no
867,868,26,Yes,travel_rarely,290.04,None,16,4,medical,1,male,36.25243858339422,3,1, laboratory technician ,2,divorced,2342.59,6090.75,2,yes,13,3.0,4,part time,1,6.25822883604409,2,3.0,3,None,0,2,1997,28111.13,no
868,869,49,No,non_travel,1925.75,None,10,4,life sciences,3,female,240.72,3,5, research director ,1,single,15554.17,40440.83,9,yes,11,3.0,4,full time,0,28.797516872843723,4,3.0,3,None,1,2,1974,186650.0,yes
869,870,31,No,travel_frequently,287.75, sales ,5,3,None,4,female,35.9670826098168,3,1, sales representative ,2,divorced,2556.9286621138913,6042.83,1,no,11,3.0,3,part time,1,2.0,5,2.0,2,None,2,2,1992,27890.0,yes
870,871,37,No,travel_frequently,290.04,None,9,3,medical,2,male,36.25243319536583,3,1, research scientist ,4,married,2342.59,6090.75,1,no,12,3.0,3,part time,3,6.2582382167817965,3,2.0,4,None,1,2,1986,28111.13,no
871,872,31,No,travel_rarely,290.04, research & development ,11,4,None,11,male,36.25243858339422,3,1, research scientist ,4,married,2342.59,6090.75,0,no,12,3.0,3,part time,1,6.25822883604409,4,3.0,5,None,0,3,1992,28111.13,yes
872,873,31,No,travel_rarely,661.35,None,2,3,human resources,1,male,82.67,2,2, human resources ,1,None,5341.67,13888.33,3,no,12,3.0,4,full time,0,11.374722695587181,1,3.0,2,None,1,0,1992,64100.0,no
873,874,31,No,non_travel,290.04, research & development ,2,4,None,3,male,36.25,3,1, research scientist ,4,None,2342.59,6090.75,0,no,18,3.0,2,part time,1,3.0,2,1.0,2,None,2,2,1992,28111.13,yes
874,875,52,Yes,non_travel,509.79,None,17,4,medical,17,male,63.72178433228019,2,2, research scientist ,2,None,4117.5,10705.5,2,no,15,3.1551440965461293,1,part time,0,11.0,3,2.0,8,None,7,7,1971,49410.0,no
875,876,28,Yes,non_travel,290.04,None,2,4,medical,1,male,74.41875026573547,1,1, research scientist ,4,married,2342.59,6090.75,5,yes,13,3.0,4,part time,0,11.410722774668823,4,2.0,3,None,2,2,1995,57704.14922218133,yes
876,877,47,No,travel_rarely,1973.98,None,5,5,None,4,male,246.75,3,5, research director ,3,married,16380.66003159072,41453.67,4,no,11,3.0,2,full time,1,21.0,2,3.0,3,None,1,1,1976,191324.62,no
877,878,29,No,non_travel,410.94,None,9,5,other,2,male,51.36618834368436,2,1, laboratory technician ,4,None,3319.17,8629.83,0,no,17,3.0,3,full time,0,4.0,2,2.752265619925728,3,None,2,2,1994,39830.0,yes
878,879,37,No,non_travel,654.85,None,5,2,medical,4,male,68.85213161375998,3,2, manufacturing director ,4,None,5289.17,13751.83,7,no,16,3.0,3,part time,2,8.0,2,2.0,6,None,0,4,1986,53388.020050071034,yes
879,880,23,No,non_travel,299.62,None,26,1,None,3,male,37.45040259534359,3,1, research scientist ,4,None,2420.0,6292.0,1,no,12,3.0,3,full time,2,6.390293011558462,2,2.0,4,None,0,2,2000,29040.0,no
880,881,42,No,travel_rarely,278.16, human resources ,2,1,None,3,male,45.853647559670016,3,1, human resources ,3,divorced,2246.67,5841.33,0,yes,11,3.0,3,part time,1,4.0,5,3.0,3,None,1,0,1981,35555.72456870599,no
881,882,30,No,non_travel,556.26, sales ,25,2,None,4,female,53.088092217107246,3,2, sales executive ,3,None,4492.84,11681.39,7,no,12,3.0,2,part time,1,4.0,2,4.0,2,None,2,2,1993,41165.107253839116,no
882,883,21,Yes,non_travel,224.3,None,31,1,None,1,female,28.04,2,1, sales representative ,2,single,2036.7400777845382,4710.33,1,no,11,3.0,3,part time,0,3.0,3,3.0,3,None,1,2,2002,21740.0,yes
883,884,57,No,travel_rarely,696.94,None,1,4,medical,4,male,84.42184904045766,3,2, healthcare representative ,3,None,5629.17,14635.83,2,no,11,3.0,3,part time,0,11.50135848404861,2,3.0,3,None,1,2,1966,65460.265447417085,yes
884,885,21,No,non_travel,290.04,None,9,2,None,1,male,36.25232088291821,3,1, sales representative ,4,single,2342.59,6090.75,1,no,24,4.0,3,part time,0,3.0,3,2.0,3,2.0,2,2,2002,28111.13,yes
885,886,31,No,travel_rarely,274.13,None,9,4,life sciences,3,male,34.27,2,1, research scientist ,2,None,2214.17,5756.83,0,no,16,3.0,4,part time,0,3.0,5,3.0,2,None,2,2,1992,26570.0,yes
886,887,29,No,non_travel,290.04, research & development ,17,3,None,17,male,36.25,3,1, research scientist ,4,None,2342.59,6090.75,9,no,16,3.1597018132726435,4,part time,0,6.0,4,3.0,3,None,1,2,1994,28111.13,no
887,888,27,No,travel_rarely,290.04,None,1,2,None,4,male,36.25239105819084,3,1, laboratory technician ,2,None,2342.59,6090.75,1,no,11,3.0,2,part time,1,5.0,2,3.0,5,None,0,4,1996,28111.13,yes
888,889,49,No,travel_rarely,1131.31,None,7,3,other,2,male,141.41,2,3, healthcare representative ,3,single,9137.5,23757.5,8,no,24,4.0,3,full time,0,17.85051878163064,2,3.0,5,None,0,0,1974,109650.0,yes
889,890,36,No,travel_rarely,262.37,None,2,3,None,4,female,32.8,3,1, research scientist ,3,married,2348.8425630459046,5509.83,4,no,13,3.0,2,part time,1,5.789016629340695,3,3.0,2,None,2,2,1987,25430.0,yes
890,891,34,Yes,non_travel,547.24,None,19,3,marketing,1,male,68.4,4,2, sales executive ,4,None,4420.0,11492.0,8,yes,13,3.0,2,part time,0,9.80234572609149,3,2.0,5,None,0,4,1989,53040.0,yes
891,892,24,No,non_travel,556.26,None,10,4,marketing,4,female,69.53070731177505,3,2, sales executive ,3,divorced,4492.84,11681.39,1,yes,12,3.0,4,part time,1,9.926599148760502,2,4.0,5,None,0,3,1999,53914.11,yes
