employee_id,age,attrition,businesstravel,$_dailyrate,department,distancefromhome,education,educationfield,environmentsatisfaction,gender,$_hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,$_monthlyincome,$_monthlyrate,numcompaniesworked,overtime,%_percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,datebirth,$_salary,remotework
802,32,No,travel_rarely,290.04,,5,2,,1,male,,4,1, research scientist ,2,divorced,2342.59,6090.75,0,yes,12,3.0,4,part time,2,7.0,5,2.0,6,,0,5,1991,28111.13,yes
803,38,No,non_travel,406.92, research & development ,2,3,life sciences,4,male,50.87,3,1, research scientist ,4,single,3286.67,8545.33,5,yes,11,3.0,3,full time,0,6.0,3,3.0,3,,1,2,1985,39440.0,yes
804,24,No,non_travel,556.26,,11,2,,1,female,69.53,4,2, manufacturing director ,3,,,11681.39,0,no,18,3.0,4,part time,1,5.0,5,2.0,4,,1,3,1999,53914.11,yes
805,34,Yes,non_travel,305.4,,6,1,,2,male,38.17,3,1, research scientist ,1,single,,6413.33,2,no,11,3.0,3,full time,0,,2,3.0,4,,1,3,1989,29600.0,yes
806,32,Yes,travel_frequently,290.04, research & development ,16,1,,2,female,,1,1, research scientist ,1,,,6090.75,1,,22,,2,part time,0,,5,3.0,10,,6,7,1991,28111.13,no
807,46,No,travel_rarely,1954.85,,2,4,marketing,2,female,244.36,3,5, manager ,1,single,15789.17,41051.83,3,,12,3.0,4,full time,0,22.0,2,2.0,2,,2,1,1977,189470.0,no
808,44,No,non_travel,667.02,,10,4,other,4,male,83.38,3,2, healthcare representative ,4,married,,14007.5,2,,13,3.0,4,full time,0,,5,4.0,4,,1,3,1979,64650.0,no
809,50,Yes,travel_rarely,276.82,,3,2,,1,male,,2,1, sales representative ,3,married,,5813.17,1,,14,3.0,3,part time,0,3.0,2,3.0,3,,0,2,1973,26830.0,yes
810,35,No,non_travel,207.79,,2,3,marketing,4,female,25.97,3,1, sales representative ,4,married,1678.33,4363.67,1,no,13,3.0,1,part time,0,2.0,3,3.0,2,,2,2,1988,20140.0,yes
811,28,Yes,non_travel,355.02,,5,4,,3,male,,3,1, laboratory technician ,3,single,,7455.5,1,yes,13,,3,,0,2.0,3,2.0,2,,2,2,1995,34410.0,yes
812,26,No,non_travel,556.26,,22,3,,22,female,,2,2, sales executive ,4,married,4492.84,11681.39,7,yes,19,3.0,3,part time,1,5.0,2,2.0,2,,0,0,1997,53914.11,no
813,35,No,travel_rarely,290.04,,31,4,,3,female,36.25,3,1, laboratory technician ,1,,,6090.75,3,yes,15,,3,part time,1,4.0,3,3.0,2,,2,2,1988,28111.13,no
814,35,No,non_travel,290.04,,31,3,medical,2,male,,3,1, research scientist ,1,married,2342.59,6090.75,4,no,13,3.0,4,,1,5.0,2,2.0,3,,1,2,1988,,yes
815,37,No,travel_rarely,1409.78,,20,4,medical,1,male,,3,3, research director ,3,,11386.67,29605.33,4,,13,,1,full time,0,,3,4.0,5,,0,2,1986,136640.0,yes
816,46,No,travel_rarely,518.04,,38,2,medical,38,male,,3,2, human resources ,2,divorced,4184.17,10878.83,8,yes,22,4.0,4,part time,1,,2,3.0,4,,0,2,1977,50210.0,yes
817,34,No,travel_rarely,556.26,,1,2,medical,1,male,69.53,3,2, manufacturing director ,2,married,4492.84,11681.39,1,no,15,3.0,3,part time,0,,2,3.0,5,,1,3,1989,53914.11,yes
818,51,No,travel_rarely,290.04,,9,4,,4,male,,3,1, laboratory technician ,4,,,6090.75,3,,23,4.0,2,part time,2,10.0,4,3.0,4,,0,3,1972,28111.13,yes
819,24,No,travel_rarely,556.26, sales ,3,2,other,1,female,,3,2, sales executive ,3,married,4492.84,11681.39,0,no,21,4.0,1,part time,1,4.0,2,2.0,3,,0,2,1999,53914.11,yes
820,44,No,non_travel,556.26,,23,3,,2,male,69.53,3,2, laboratory technician ,2,married,4492.84,11681.39,4,,12,3.0,3,part time,1,,3,4.0,3,,1,2,1979,53914.11,yes
821,37,Yes,travel_rarely,290.04,,6,4,human resources,3,male,,3,1, human resources ,1,divorced,2342.59,6090.75,4,,22,4.0,4,,0,,3,3.0,3,,0,2,1986,28111.13,yes
822,59,No,non_travel,1944.22,,2,4,human resources,3,female,243.03,2,5, manager ,4,,,40828.67,9,no,21,4.0,4,full time,1,,3,3.0,3,,2,2,1964,188440.0,no
823,25,No,non_travel,290.04,,7,1,,4,male,,2,1, research scientist ,4,married,2342.59,6090.75,1,no,11,3.0,3,part time,2,,2,,2,,2,1,1998,28111.13,yes
824,43,No,non_travel,488.94,,26,3,medical,2,female,,4,1, research scientist ,3,single,3949.17,10267.83,4,,12,3.0,4,,0,,2,3.0,3,,1,2,1980,,yes
825,50,No,travel_frequently,1032.49,,12,3,,3,female,,3,3, sales executive ,4,single,8339.32,21682.23,4,no,11,3.0,4,part time,0,16.0,3,,2,,2,1,1973,100071.84,no
826,31,Yes,travel_rarely,556.26,,20,3,,2,female,,1,2, sales executive ,3,,4492.84,11681.39,3,yes,11,3.0,3,part time,1,4.0,2,3.0,2,,2,2,1992,53914.11,yes
827,36,No,non_travel,556.26, research & development ,6,2,medical,2,male,,3,2, manufacturing director ,2,divorced,,11681.39,6,no,20,4.0,4,part time,2,7.0,0,3.0,3,,0,1,1987,53914.11,no
828,51,Yes,travel_frequently,1098.81,,16,4,,1,male,,1,3, manufacturing director ,4,,,23075.0,2,,15,3.0,4,full time,0,18.0,2,3.0,4,,0,3,1972,106500.0,no
829,25,No,non_travel,556.26, sales ,28,3,life sciences,1,male,,2,2, sales executive ,3,,,11681.39,2,,18,3.0,4,part time,0,,3,3.0,2,,2,2,1998,53914.11,no
830,38,No,travel_rarely,445.4,,3,5,technical degree,4,female,,3,2, research scientist ,3,,3597.5,9353.5,3,yes,20,4.0,2,,0,19.0,2,,3,,2,2,1985,43170.0,no
831,30,No,travel_rarely,290.04, research & development ,5,3,technical degree,4,female,,3,1, research scientist ,1,divorced,2342.59,6090.75,5,no,14,,4,part time,1,8.0,3,3.0,3,,2,2,1993,28111.13,yes
832,22,No,non_travel,290.04,,36,1,medical,36,male,,3,1, research scientist ,4,married,2342.59,6090.75,1,no,24,4.0,1,,2,2.0,6,3.0,2,,2,2,2001,,yes
833,27,No,non_travel,208.83, research & development ,9,3,medical,4,male,26.1,3,1, research scientist ,2,,1686.67,4385.33,6,,18,3.0,4,part time,1,,1,1.0,2,,2,2,1996,20240.0,yes
834,28,No,non_travel,290.04, research & development ,21,3,medical,3,male,,3,1, research scientist ,4,married,2342.59,6090.75,1,no,11,3.0,3,part time,1,5.0,2,1.0,5,,0,2,1995,28111.13,yes
835,27,No,non_travel,315.51,,17,3,,3,male,,3,1, research scientist ,2,,,6625.67,0,,16,3.0,4,full time,1,6.0,3,2.0,5,,1,1,1996,30580.0,yes
836,56,No,travel_rarely,290.04,,8,3,life sciences,3,female,36.25,3,1, research scientist ,1,divorced,2342.59,6090.75,4,,18,3.0,3,part time,1,,3,,2,,2,2,1967,28111.13,yes
837,38,No,travel_rarely,290.04,,9,2,,3,female,,3,1, laboratory technician ,4,single,,6090.75,1,,12,,3,part time,0,,3,,2,,2,1,1985,28111.13,yes
838,31,No,travel_rarely,405.37,,12,1,medical,3,female,,3,1, research scientist ,4,,3274.17,8512.83,8,,23,4.0,3,full time,1,7.0,0,3.0,4,,0,2,1992,39290.0,yes
839,34,No,travel_rarely,290.04,,27,2,medical,4,female,,3,1, research scientist ,2,,2342.59,6090.75,2,no,15,3.0,4,,0,9.0,3,3.0,3,,1,2,1989,,yes
840,50,No,non_travel,290.04, research & development ,1,3,,3,male,,2,1, laboratory technician ,3,,2342.59,6090.75,2,,15,3.0,4,part time,1,,2,2.0,3,,0,2,1973,28111.13,no
841,53,No,non_travel,556.26,,13,2,,4,female,,4,2, manufacturing director ,1,divorced,4492.84,11681.39,1,no,11,3.0,3,,2,5.0,3,3.0,4,2.0,1,3,1970,,no
842,35,No,travel_frequently,456.55,,24,3,medical,2,female,,3,2, laboratory technician ,2,single,3687.5,9587.5,5,,11,3.0,4,part time,0,,5,3.0,6,,1,2,1988,44250.0,yes
843,27,No,travel_frequently,556.26,,1,1,,3,male,,2,2, manufacturing director ,1,married,4492.84,11681.39,5,,19,3.0,3,part time,1,,1,3.0,2,,2,0,1996,53914.11,no
844,40,No,non_travel,556.26,,38,2,,3,male,69.53,3,2, laboratory technician ,4,married,4492.84,11681.39,8,,15,3.0,3,part time,1,,2,4.0,7,,3,7,1983,53914.11,yes
845,22,No,non_travel,240.19,,22,3,life sciences,22,male,,4,1, research scientist ,2,,1940.0,5044.0,1,,16,3.0,1,part time,1,4.0,2,2.0,4,,2,2,2001,23280.0,no
846,40,No,non_travel,556.26,,10,5,life sciences,4,male,69.53,2,2, healthcare representative ,4,,4492.84,11681.39,9,no,14,3.0,4,part time,1,5.0,5,1.0,3,,0,2,1983,53914.11,yes
847,46,No,non_travel,1032.49,,1,4,,4,male,,3,3, healthcare representative ,1,,8339.32,21682.23,7,no,16,3.0,3,,1,17.0,3,3.0,4,,0,3,1977,,yes
848,30,Yes,non_travel,274.13,,3,3,technical degree,4,female,,3,1, research scientist ,1,,2214.17,5756.83,5,yes,11,3.0,3,,0,8.0,5,3.0,5,,0,4,1993,,yes
849,29,Yes,non_travel,290.04,,1,3,,3,male,,3,1, research scientist ,3,single,2342.59,6090.75,0,,14,3.0,4,part time,0,,1,2.0,6,,1,5,1994,28111.13,no
850,54,No,non_travel,612.86,,3,3,,4,female,76.61,3,2, sales executive ,1,married,,12870.0,2,,14,3.0,4,full time,1,16.0,4,3.0,6,,0,5,1969,59400.0,no
851,33,No,travel_rarely,270.52, research & development ,4,4,,3,female,33.82,2,1, research scientist ,2,married,2185.0,5681.0,6,,21,4.0,4,part time,0,,3,3.0,3,,1,1,1990,26220.0,yes
852,52,No,travel_rarely,331.4,,2,3,,3,female,41.42,2,1, laboratory technician ,4,single,2676.67,6959.33,7,,15,3.0,2,full time,0,,3,2.0,2,,2,2,1971,32120.0,yes
853,59,No,travel_rarely,290.04, human resources ,6,2,medical,2,male,,3,1, human resources ,3,married,2342.59,6090.75,8,,17,3.0,4,part time,0,,2,2.0,2,,2,2,1964,28111.13,no
854,32,Yes,non_travel,290.04,,1,3,,4,male,,2,1, laboratory technician ,3,single,2342.59,6090.75,0,,14,3.0,4,,0,4.0,2,1.0,3,,1,2,1991,,yes
855,39,No,non_travel,290.04,,24,4,medical,24,female,36.25,3,1, laboratory technician ,3,divorced,2342.59,6090.75,7,no,14,3.0,3,part time,3,7.0,1,3.0,3,,1,2,1984,28111.13,no
856,32,No,non_travel,556.26,,26,4,marketing,3,male,69.53,3,2, sales executive ,4,,4492.84,11681.39,0,no,18,3.0,1,part time,0,4.0,2,3.0,3,,2,2,1991,53914.11,yes
857,31,No,non_travel,1032.49,,3,4,medical,2,male,,3,3, research director ,3,divorced,8339.32,21682.23,9,no,12,3.0,1,part time,1,,3,3.0,2,,2,2,1992,100071.84,yes
858,33,No,travel_rarely,300.34,,5,4,life sciences,3,female,,2,1, research scientist ,4,married,2425.83,6307.17,1,,13,3.0,3,full time,1,2.0,2,2.0,2,,0,2,1990,29110.0,yes
859,45,No,non_travel,556.26,,23,4,life sciences,1,male,,4,2, manufacturing director ,3,,4492.84,11681.39,4,,17,3.0,4,,1,9.0,1,3.0,3,,0,2,1978,,yes
860,42,No,non_travel,556.26, research & development ,17,2,,4,female,69.53,4,2, research scientist ,1,single,,11681.39,3,yes,13,3.0,3,part time,0,,1,3.0,3,,0,2,1981,53914.11,yes
861,29,No,non_travel,715.1,,19,2,marketing,4,male,89.39,3,2, sales executive ,4,divorced,,15017.17,2,no,14,3.0,4,full time,1,,2,3.0,3,,0,2,1994,69310.0,no
862,25,No,travel_rarely,556.26,,1,3,,1,female,,3,2, manufacturing director ,3,married,4492.84,11681.39,0,no,12,3.0,4,,2,5.0,3,3.0,4,,1,2,1998,53914.11,no
863,32,No,non_travel,224.51,,2,1,,4,male,,2,2, laboratory technician ,1,,1813.33,4714.67,4,no,13,3.0,4,part time,0,9.0,5,3.0,6,,0,4,1991,21760.0,no
864,28,No,travel_rarely,290.04,,9,3,,4,male,,3,1, research scientist ,4,married,,6090.75,1,no,23,4.0,4,,1,,3,,5,,0,4,1995,28111.13,yes
865,21,No,travel_rarely,333.25,,3,2,,4,male,,2,1, research scientist ,3,single,,6998.33,1,no,17,3.0,1,full time,0,,4,4.0,3,,1,0,2002,32300.0,no
866,37,No,non_travel,1032.49,,1,4,medical,1,female,129.06,3,3, research director ,4,divorced,8339.32,21682.23,2,yes,18,3.0,1,part time,2,,2,3.0,5,,0,2,1986,100071.84,no
867,38,No,travel_rarely,556.26,,23,4,life sciences,4,male,,3,2, healthcare representative ,4,,4492.84,11681.39,9,,14,3.0,2,part time,1,,2,3.0,2,,1,2,1985,53914.11,no
868,26,Yes,travel_rarely,290.04,,16,4,medical,1,male,,3,1, laboratory technician ,2,divorced,2342.59,6090.75,2,yes,13,3.0,4,part time,1,,2,3.0,3,,0,2,1997,28111.13,no
869,49,No,non_travel,1925.75,,10,4,life sciences,3,female,240.72,3,5, research director ,1,single,15554.17,40440.83,9,yes,11,3.0,4,full time,0,,4,3.0,3,,1,2,1974,186650.0,yes
870,31,No,travel_frequently,287.75, sales ,5,3,,4,female,,3,1, sales representative ,2,divorced,,6042.83,1,,11,3.0,3,part time,1,2.0,5,2.0,2,,2,2,1992,27890.0,yes
871,37,No,travel_frequently,290.04,,9,3,medical,2,male,,3,1, research scientist ,4,married,2342.59,6090.75,1,,12,3.0,3,part time,3,,3,2.0,4,,1,2,1986,28111.13,no
872,31,No,travel_rarely,290.04, research & development ,11,4,,11,male,,3,1, research scientist ,4,married,2342.59,6090.75,0,,12,3.0,3,part time,1,,4,3.0,5,,0,3,1992,28111.13,yes
873,31,No,travel_rarely,661.35,,2,3,human resources,1,male,82.67,2,2, human resources ,1,,5341.67,13888.33,3,no,12,3.0,4,full time,0,,1,3.0,2,,1,0,1992,64100.0,no
874,31,No,non_travel,290.04, research & development ,2,4,,3,male,36.25,3,1, research scientist ,4,,2342.59,6090.75,0,,18,3.0,2,part time,1,3.0,2,1.0,2,,2,2,1992,28111.13,yes
875,52,Yes,non_travel,509.79,,17,4,medical,17,male,,2,2, research scientist ,2,,4117.5,10705.5,2,no,15,,1,part time,0,11.0,3,2.0,8,,7,7,1971,49410.0,no
876,28,Yes,non_travel,290.04,,2,4,medical,1,male,,1,1, research scientist ,4,married,2342.59,6090.75,5,yes,13,3.0,4,,0,,4,2.0,3,,2,2,1995,,yes
877,47,No,travel_rarely,1973.98,,5,5,,4,male,246.75,3,5, research director ,3,married,,41453.67,4,,11,3.0,2,full time,1,21.0,2,3.0,3,,1,1,1976,191324.62,no
878,29,No,non_travel,410.94,,9,5,other,2,male,,2,1, laboratory technician ,4,,3319.17,8629.83,0,no,17,3.0,3,full time,0,4.0,2,,3,,2,2,1994,39830.0,yes
879,37,No,non_travel,654.85,,5,2,medical,4,male,,3,2, manufacturing director ,4,,5289.17,13751.83,7,no,16,3.0,3,,2,8.0,2,2.0,6,,0,4,1986,,yes
880,23,No,non_travel,299.62,,26,1,,3,male,,3,1, research scientist ,4,,2420.0,6292.0,1,,12,3.0,3,full time,2,,2,2.0,4,,0,2,2000,29040.0,no
881,42,No,travel_rarely,278.16, human resources ,2,1,,3,male,,3,1, human resources ,3,divorced,2246.67,5841.33,0,yes,11,3.0,3,,1,4.0,5,3.0,3,,1,0,1981,,no
882,30,No,non_travel,556.26, sales ,25,2,,4,female,,3,2, sales executive ,3,,4492.84,11681.39,7,,12,3.0,2,,1,4.0,2,4.0,2,,2,2,1993,,no
883,21,Yes,non_travel,224.3,,31,1,,1,female,28.04,2,1, sales representative ,2,single,,4710.33,1,,11,3.0,3,part time,0,3.0,3,3.0,3,,1,2,2002,21740.0,yes
884,57,No,travel_rarely,696.94,,1,4,medical,4,male,,3,2, healthcare representative ,3,,5629.17,14635.83,2,no,11,3.0,3,,0,,2,3.0,3,,1,2,1966,,yes
885,21,No,non_travel,290.04,,9,2,,1,male,,3,1, sales representative ,4,single,2342.59,6090.75,1,,24,4.0,3,,0,3.0,3,2.0,3,2.0,2,2,2002,28111.13,yes
886,31,No,travel_rarely,274.13,,9,4,life sciences,3,male,34.27,2,1, research scientist ,2,,2214.17,5756.83,0,,16,3.0,4,part time,0,3.0,5,3.0,2,,2,2,1992,26570.0,yes
887,29,No,non_travel,290.04, research & development ,17,3,,17,male,36.25,3,1, research scientist ,4,,2342.59,6090.75,9,no,16,,4,part time,0,6.0,4,3.0,3,,1,2,1994,28111.13,no
888,27,No,travel_rarely,290.04,,1,2,,4,male,,3,1, laboratory technician ,2,,2342.59,6090.75,1,no,11,3.0,2,part time,1,5.0,2,3.0,5,,0,4,1996,28111.13,yes
889,49,No,travel_rarely,1131.31,,7,3,other,2,male,141.41,2,3, healthcare representative ,3,single,9137.5,23757.5,8,no,24,4.0,3,full time,0,,2,3.0,5,,0,0,1974,109650.0,yes
890,36,No,travel_rarely,262.37,,2,3,,4,female,32.8,3,1, research scientist ,3,married,,5509.83,4,no,13,3.0,2,part time,1,,3,3.0,2,,2,2,1987,25430.0,yes
891,34,Yes,non_travel,547.24,,19,3,marketing,1,male,68.4,4,2, sales executive ,4,,4420.0,11492.0,8,yes,13,3.0,2,part time,0,,3,2.0,5,,0,4,1989,53040.0,yes
892,24,No,non_travel,556.26,,10,4,marketing,4,female,,3,2, sales executive ,3,divorced,4492.84,11681.39,1,yes,12,3.0,4,part time,1,,2,4.0,5,,0,3,1999,53914.11,yes
893,42,No,non_travel,290.04,,1,4,,2,female,,3,1, laboratory technician ,1,,,6090.75,3,no,16,3.0,2,part time,1,8.0,5,3.0,5,,1,2,1981,28111.13,yes
894,54,No,non_travel,2002.21,,5,2,medical,1,male,,3,5, research director ,1,married,16171.67,42046.33,4,,11,3.0,3,full time,1,24.0,4,2.0,4,,1,2,1969,194060.0,no
895,34,No,non_travel,674.56,,4,4,,3,female,84.32,3,2, sales executive ,3,married,5448.33,14165.67,9,no,15,3.0,1,full time,1,,3,3.0,3,,1,2,1989,65380.0,yes
896,43,No,non_travel,232.97,,21,3,,4,male,,3,1, laboratory technician ,4,,1881.67,4892.33,7,,20,4.0,1,,1,,1,3.0,3,,1,2,1980,,yes
897,43,No,travel_rarely,556.26,,8,4,other,3,female,,3,2, healthcare representative ,3,,4492.84,11681.39,4,yes,14,3.0,4,part time,0,,3,3.0,5,,0,2,1980,53914.11,yes
898,31,No,travel_rarely,228.84,,1,2,,4,male,,2,1, laboratory technician ,1,married,,4805.67,1,no,12,3.0,3,part time,1,4.0,3,,4,,3,2,1992,22180.0,no
899,25,Yes,travel_rarely,290.04,,3,3,medical,1,male,,3,1, laboratory technician ,1,married,2342.59,6090.75,5,no,13,3.0,3,part time,1,6.0,5,,2,,0,2,1998,28111.13,yes
900,45,No,non_travel,273.83,,10,2,life sciences,1,male,,3,1, research scientist ,4,married,2211.67,5750.33,3,no,21,,4,part time,2,8.0,3,2.0,2,,0,2,1978,26540.0,yes
901,52,No,travel_rarely,1582.77,,4,2,life sciences,4,female,,3,4, manager ,4,married,12783.92,33238.2,2,no,13,3.0,4,full time,0,31.0,2,1.0,5,,1,4,1971,153407.07,no
902,34,Yes,travel_frequently,290.04,,6,2,,4,female,,1,1, sales representative ,3,,,6090.75,0,no,16,3.0,4,part time,1,3.0,3,2.0,2,,1,0,1989,28111.13,yes
903,26,No,travel_rarely,290.04,,23,3,life sciences,1,female,,3,1, research scientist ,4,divorced,2342.59,6090.75,1,no,22,4.0,2,part time,2,,3,1.0,3,,0,2,1997,28111.13,yes
904,29,No,non_travel,1231.39,,3,4,,2,male,153.92,2,3, research director ,3,,9945.83,25859.17,1,no,18,3.0,3,full time,0,,2,3.0,10,,0,7,1994,119350.0,yes
905,29,Yes,non_travel,262.68,,25,5,technical degree,3,female,,2,1, research scientist ,2,married,,5516.33,5,no,16,3.0,2,part time,0,6.0,2,4.0,2,,1,1,1994,25460.0,no
906,46,No,non_travel,1842.8,,2,3,life sciences,1,male,,3,4, research director ,3,married,,38698.83,6,no,13,3.0,3,full time,0,,2,1.0,3,,0,1,1977,178610.0,no
907,46,No,non_travel,1032.49,,10,3,marketing,3,female,,2,3, sales executive ,4,,8339.32,21682.23,2,,19,3.0,3,,1,15.0,3,3.0,3,,1,2,1977,,no
908,30,No,travel_rarely,290.04, sales ,7,1,marketing,4,male,,3,1, sales representative ,2,single,,6090.75,0,,14,3.0,1,part time,0,,3,3.0,3,,1,2,1993,28111.13,yes
909,34,Yes,travel_frequently,1032.49, human resources ,23,3,,2,female,129.06,3,3, human resources ,1,divorced,,21682.23,9,yes,15,3.0,3,part time,3,,2,3.0,3,,0,2,1989,100071.84,no
910,42,No,non_travel,290.04,,5,2,other,2,male,36.25,3,1, laboratory technician ,3,married,2342.59,6090.75,4,no,17,3.0,4,part time,1,,4,,2,,2,0,1981,28111.13,yes
911,22,Yes,non_travel,401.76, research & development ,25,1,technical degree,3,male,50.22,2,1, laboratory technician ,3,single,3245.0,8437.0,5,no,16,3.0,3,full time,0,4.0,3,3.0,2,,1,2,2001,38940.0,yes
912,29,No,travel_rarely,439.73,,19,3,technical degree,4,male,,3,2, manufacturing director ,4,divorced,,9234.33,4,no,12,3.0,2,part time,2,8.0,2,4.0,3,2.0,1,2,1994,42620.0,yes
913,46,No,travel_frequently,1086.12, research & development ,18,1,medical,1,female,,3,3, healthcare representative ,3,married,,22808.5,5,no,11,3.0,4,,0,,3,2.0,2,,1,2,1977,105270.0,yes
914,32,Yes,non_travel,556.26, sales ,11,4,other,4,male,,4,2, sales executive ,3,,,11681.39,8,,12,3.0,4,part time,0,,2,3.0,4,,1,2,1991,53914.11,yes
915,24,No,non_travel,247.62,,24,3,medical,4,male,,3,1, sales representative ,4,,2000.0,5200.0,0,no,13,3.0,3,,2,3.0,3,3.0,2,,2,1,1999,,no
916,35,No,travel_rarely,379.79,,25,2,,1,male,,2,2, laboratory technician ,4,single,,7975.5,4,no,14,3.0,4,part time,0,,3,3.0,3,,0,2,1988,36810.0,no
917,42,No,non_travel,556.26,,2,4,life sciences,3,female,,3,2, healthcare representative ,4,married,4492.84,11681.39,1,no,13,3.0,2,part time,2,10.0,4,3.0,10,,2,2,1981,53914.11,yes
918,48,No,travel_rarely,1582.77,,1,4,,4,female,197.85,2,4, manager ,1,married,,33238.2,7,no,11,3.0,1,full time,1,21.0,3,1.0,3,,0,2,1975,153407.07,yes
919,44,No,travel_rarely,556.26,,1,4,,1,female,,2,2, human resources ,3,,4492.84,11681.39,4,no,11,,2,part time,0,10.0,1,4.0,2,2.0,0,2,1979,53914.11,yes
920,34,No,non_travel,290.04, sales ,14,3,,3,female,36.25,3,1, sales representative ,3,,2342.59,6090.75,1,yes,18,3.0,4,part time,2,8.0,3,3.0,8,,0,6,1989,28111.13,yes
921,21,No,non_travel,355.64,,22,1,technical degree,3,male,,3,1, sales representative ,3,,2872.5,7468.5,1,,11,,3,full time,0,,2,3.0,3,,1,2,2002,34470.0,yes
922,44,No,travel_rarely,2013.25,,3,4,,4,male,,3,5, manager ,4,,16260.83,42278.17,4,,12,3.0,1,,1,26.0,2,4.0,2,,0,1,1979,,yes
923,22,No,travel_rarely,290.04,,6,1,medical,1,male,,3,1, research scientist ,3,married,2342.59,6090.75,0,,20,4.0,4,part time,0,,3,3.0,2,,2,2,2001,28111.13,yes
924,26,No,travel_rarely,274.34,,6,3,,3,female,,3,1, laboratory technician ,4,,2215.83,5761.17,1,yes,13,,3,,1,,2,3.0,3,,0,2,1997,,no
925,36,No,non_travel,912.79,,9,2,medical,2,male,,2,2, manufacturing director ,2,,7372.5,19168.5,2,yes,11,3.0,3,full time,1,13.0,2,3.0,3,,0,2,1987,88470.0,yes
926,27,No,non_travel,210.99,,3,4,medical,1,male,26.37,2,1, research scientist ,4,single,,4430.83,0,,13,3.0,4,part time,0,5.0,0,3.0,4,,1,1,1996,20450.0,yes
927,23,No,travel_rarely,290.04,,4,3,,1,male,,4,1, research scientist ,1,,2342.59,6090.75,2,,16,3.0,1,part time,1,5.0,3,4.0,3,,0,2,2000,28111.13,no
928,25,No,non_travel,500.5,,8,3,life sciences,4,male,,4,2, sales executive ,2,,4042.5,10510.5,0,no,22,4.0,3,part time,1,4.0,4,3.0,3,,1,2,1998,48510.0,no
929,48,No,non_travel,837.78,,14,1,,14,male,104.72,4,2, sales executive ,2,married,,17593.33,3,,12,3.0,4,full time,0,,3,3.0,2,,2,2,1975,81200.0,yes
930,24,Yes,travel_rarely,472.23,,3,2,life sciences,1,female,59.03,3,2, sales executive ,3,single,3814.17,9916.83,9,no,14,3.0,1,part time,0,,3,3.0,2,,2,0,1999,45770.0,yes
931,60,No,travel_rarely,557.66,,16,4,,1,male,,3,2, sales executive ,1,single,,11710.83,8,no,14,3.0,4,full time,0,10.0,1,3.0,2,,2,2,1963,54050.0,no
932,50,No,non_travel,290.04,,8,4,marketing,4,male,36.25,3,1, sales representative ,2,married,2342.59,6090.75,7,no,15,3.0,4,part time,1,4.0,2,3.0,2,,2,2,1973,28111.13,yes
933,44,No,non_travel,382.57,,24,3,,1,male,47.82,1,1, laboratory technician ,3,single,,8034.0,2,,14,3.0,3,full time,0,9.0,5,3.0,5,,1,4,1979,37080.0,no
934,47,No,travel_frequently,1420.71,,3,3,,4,female,,3,4, sales executive ,3,divorced,11475.0,29835.0,9,yes,12,3.0,4,full time,2,28.0,2,2.0,22,,11,13,1976,137700.0,yes
935,42,Yes,non_travel,290.04,,19,3,,3,male,,4,1, research scientist ,3,divorced,2342.59,6090.75,6,,12,3.0,4,part time,0,,2,3.0,2,,2,2,1981,28111.13,yes
936,43,No,travel_frequently,556.26,,15,3,life sciences,4,male,,2,2, sales executive ,4,married,4492.84,11681.39,3,,18,,3,part time,1,7.0,5,3.0,2,,2,2,1980,53914.11,yes
937,40,No,non_travel,290.04,,2,1,,4,female,,2,1, research scientist ,4,single,2342.59,6090.75,0,,20,4.0,4,part time,0,5.0,2,2.0,4,,2,3,1983,28111.13,no
938,29,No,non_travel,236.99, sales ,10,3,,4,male,,3,1, sales representative ,2,,1914.17,4976.83,1,no,14,3.0,4,,2,,2,3.0,2,,2,2,1994,,no
939,53,No,non_travel,252.78,,6,3,,4,male,,3,2, laboratory technician ,4,single,2041.67,5308.33,2,,17,3.0,4,part time,0,19.0,4,3.0,2,,2,2,1970,24500.0,no
940,23,No,travel_rarely,290.04, research & development ,12,1,medical,1,male,,4,1, research scientist ,3,single,2342.59,6090.75,1,,18,3.0,4,part time,0,,3,3.0,2,,0,2,2000,28111.13,no
941,55,Yes,non_travel,1973.98,,2,3,medical,4,male,,3,5, manager ,1,,15943.72,41453.67,5,yes,13,3.0,4,,1,24.0,2,3.0,5,,1,4,1968,,no
942,26,No,travel_frequently,290.04,,1,2,life sciences,1,female,36.25,1,1, laboratory technician ,4,,2342.59,6090.75,3,no,14,3.0,1,part time,1,,2,3.0,2,,2,0,1997,28111.13,yes
943,34,No,travel_rarely,290.04,,1,4,,2,female,,4,1, research scientist ,4,single,2342.59,6090.75,2,no,16,3.0,3,,0,,2,3.0,4,,1,3,1989,,no
944,27,No,non_travel,447.98,,8,1,marketing,3,male,,3,2, sales executive ,4,married,3618.33,9407.67,0,,19,3.0,2,part time,1,5.0,3,3.0,4,,1,1,1996,43420.0,yes
945,35,No,travel_rarely,265.37,,8,4,,1,female,,3,1, sales representative ,4,,2143.33,5572.67,1,no,16,3.0,2,,1,3.0,1,2.0,3,,0,2,1988,,yes
